,Variant,Make_Month,No_of_Owners,Color,Type_of_Car,Transmission,Insurance_Type,Condition,Registration_Place,Power_steering,Cruise_Control,Navigation_System,Adjustable_Steering,Automatic_Boot,Air_Conditioning,Power_Windows,Sunroof,Fog_Lamps,Alloy_Wheels,Adjustable_External_Mirror,Display_Screen,Bluetooth,AMFM_adio,USB_Compatibility,Aux_Compatibility,ABS,Anti_Theft_Device,Rear_Parking_Camera,Parking_Sensors,Lock_System,Number_of_Airbags,Flood_Affected,Accidental,Registration_Transfer,Insurance,Finance,Exchange,Brand,Model,Year,Fuel,KM_driven,Price
0,CitySV,March,First,Grey,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Honda,City,2017,Petrol,"45,000 km",775000
1,VXCVTi-vtec,July,First,Brown,Sedans,Automatic,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,Yes,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Honda,City,2018,Petrol,"15,000 km",1220000
2,City1.5VManual,June,First,Brown,Sedans,Manual,Comprehensive,Used,MH,Yes,Yes,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Honda,City,2014,Petrol,"55,000 km",565000
3,SwiftVDi,June,First,Other,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,,Front&rear,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Maruti Suzuki,Swift,2008,Diesel,"110,000 km",225000
4,SwiftDzireVXi1.2BS-IV,March,First,Silver,Sedans,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2010,Petrol,"56,951 km",265000
5,SwiftVDi,February,First,White,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"55,000 km",385000
6,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
7,SwiftDzireVXI,March,First,Grey,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,,,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2013,CNG & Hybrids,"97,000 km",390000
8,SwiftDzireVXi1.2BS-IV,September,Second,Black,Sedans,Manual,Comprehensive,New,MH,Yes,,,,Yes,AutomaticClimateControl,Front&rear,Yes,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2009,CNG & Hybrids,"69,000 km",255000
9,SwiftDzireVXi1.2BS-IV,March,First,Silver,Sedans,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2010,Petrol,"56,951 km",265000
10,ScorpioSLEBS-IV,April,First,White,SUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Mahindra,Scorpio,2012,Diesel,"79,508 km",525000
11,ScorpioLX2.6Turbo,May,Third,Silver,SUV,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Manual,Yes,Yes,,Yes,Yes,,,,Yes,Central,,,,Yes,Yes,,Yes,Mahindra,Scorpio,2007,Diesel,"117,000 km",195000
12,Innova2.0GX8STRBS-IV,October,First,White,SUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Toyota,Innova,2010,Diesel,"121,000 km",595000
13,2.4GXMT,,,Silver,MUV,Manual,,,MH,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Toyota,INNOVA CRYSTA,2019,Diesel,0 km,1891252
14,TouringSport2.4Manual,September,First,White,MUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Toyota,INNOVA CRYSTA,2017,Diesel,"14,500 km",1850000
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota,Innova,2015,Diesel,"34,000 km",1400000
16,C-Class250CDIAvantgarde,August,Second,White,Luxury,Automatic,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Mercedes-Benz,C-Class,2012.0,Diesel,"59,500 km",1125000
17,GL-Class350CDI,October,Second,Silver,Luxury,Automatic,Comprehensive,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercedes-Benz,GL-Class,2008,Diesel,"120,000 km",1511000
18,E-Class280CDIElegance,November,Second,White,Sedans,Automatic,Comprehensive,Used,MH,Yes,Yes,,Yes,Yes,AutomaticClimateControl,Front&rear,Yes,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Mercedes-Benz,E-Class,2008,Diesel,"71,000 km",775000
19,E-ClassE350CDIAvantgarde,April,Second,Grey,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Mercedes-Benz,E-Class,2010,Diesel,"65,000 km",1375000
20,TouringSport2.4Manual,September,First,White,MUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Toyota,INNOVA CRYSTA,2017,Diesel,"14,500 km",1850000
21,Innova2.5G8STRBS-IV,August,First,Gold,SUV,Manual,NoInsurance,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Toyota,Innova,2015,Diesel,"54,372 km",1100000
22,2.8GXCRDiAutomatic,June,First,Brown,SUV,Automatic,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Toyota,INNOVA CRYSTA,2017,Diesel,"19,500 km",1765000
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota,Innova,2015,Diesel,"34,000 km",1400000
24,Fortuner3.04x4Automatic,August,First,White,SUV,Automatic,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Toyota,Fortuner,2015.0,Diesel,"99,000 km",1935000
25,Fortuner3.04x4Manual,December,Second,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Toyota,Fortuner,2011,Diesel,"119,000 km",1125000
26,Fortuner3.04x2Manual,January,First,White,SUV,Manual,Comprehensive,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,Yes,,,,No,No,Yes,Yes,Yes,Yes,Toyota,Fortuner,2016,Diesel,"63,866 km",1895000
27,Fortuner2.84X4Automatic,November,First,White,SUV,Automatic,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,,,,,,,No,No,Yes,Yes,Yes,Yes,Toyota,Fortuner,2016,Diesel,"25,800 km",3000000
28,VXIAutomatic,October,First,Brown,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2017,Petrol,"30,120 km",390000
29,VXIAutomatic,December,First,Blue,Sedans,Manual,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2019,Petrol,1 km,661353
30,WagonR1.0LXiCNG,February,First,Blue,Hatchback,Manual,Comprehensive,New,MH,Yes,,,,,AutomaticClimateControl,Front&rear,,Yes,,Power,,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,1airbag,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2020,CNG & Hybrids,45 km,519000
31,WagonR1.0VXi,June,First,Grey,Hatchback,Automatic,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Manual,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2017,Petrol,"8,297 km",435000
32,SwiftVDiABSBS-IV,November,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Manual,,,,,,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"55,500 km",385000
33,VXIAutomatic,October,First,Brown,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2017,Petrol,"30,120 km",390000
34,WagonRLXI,August,First,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2013,CNG & Hybrids,"48,000 km",285000
35,SwiftDzireVDI,November,Second,Silver,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Diesel,"56,000 km",550000
36,WagonR1.0VXi,October,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"38,261 km",265000
37,WagonR1.0LXiCNG,September,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2015,CNG & Hybrids,"51,045 km",340000
38,WagonR1.0LXiCNG,February,First,Blue,Hatchback,Manual,Comprehensive,New,MH,Yes,,,,,AutomaticClimateControl,Front&rear,,Yes,,Power,,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,1airbag,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2020,CNG & Hybrids,45 km,519000
39,WagonR1.0LXiCNG,October,First,Red,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2013,CNG & Hybrids,"68,653 km",280000
40,ZDIPlus ,December,First,Red,Hatchback,Manual,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2019,Diesel,1 km,1372428
41,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
42,SwiftVXi,September,Third,White,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2010,CNG & Hybrids,"83,799 km",185000
43,ErtigaVDi,July,First,Grey,SUV,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,Yes,Maruti Suzuki,Ertiga,2017,Diesel,"41,700 km",809000
44,SwiftVDi,June,First,Other,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,,Front&rear,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Maruti Suzuki,Swift,2008,Diesel,"110,000 km",225000
45,SwiftVXi,July,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Petrol,"18,000 km",370000
46,ErtigaVDi,March,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2013,Diesel,"22,805 km",625000
47,SwiftZDi,March,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2018,Diesel,"13,000 km",785000
48,SwiftDzireVXi1.2BS-IV,May,First,Grey,Sedans,Manual,NoInsurance,Used,MH,Yes,,Yes,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Petrol,"28,522 km",445000
49,Innova2.5V7STR,November,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,,WithHeater,Front&rear,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Toyota,Innova,2010,Diesel,"134,352 km",675000
50,Sportz1.4CRDI,February,First,White,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyundai,I20,2014,Diesel,"49,000 km",411000
51,5Series520dSedan,July,First,Black,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2011,Diesel,"51,000 km",1475000
52,BrioSManual,July,First,Brown,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,,,,,,,Yes,,,,,,,,,,,,,,Honda,Brio,2012,Petrol,"56,300 km",239000
53,CorollaAltis1.8VLAutomatic,March,First,Grey,Sedans,Automatic,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Toyota,Corolla Altis,2016,Petrol,"44,251 km",1315000
54,RitzLxiBS-IV,September,First,Silver,Hatchback,Manual,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ritz,2016,Petrol,"39,000 km",355000
55,C-ClassGrandEditionCDI,August,First,White,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Mercedes-Benz,C-Class,2014,Diesel,"53,000 km",1425000
56,CelerioVXIAMT(Automatic),April,Second,White,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,,Yes,,,Front&rear,,,,,,,,,,,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Celerio,2014,Petrol,"54,000 km",320000
57,GhostExtendedWheelbase,June,First,Blue,Luxury,Automatic,ThirdParty,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,Yes,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,4airbags,No,No,,,,,Rolls-royce,Ghost,2010,Petrol,"28,775 km",19000000
58,5Series520dSedan,July,First,Black,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2011,Diesel,"51,000 km",1475000
59,E-ClassE350CDIAvantgarde,April,Second,Grey,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Mercedes-Benz,E-Class,2010,Diesel,"65,000 km",1375000
60,Ignis1.2Delta,,First,White,,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ignis,2017,Petrol,"35,000 km",550000
61,SantaFe4WDAutomatic,August,First,White,SUV,Automatic,ZeroDep,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Central,8airbags,No,No,Yes,Yes,Yes,Yes,Hyundai,Santa Fe,2015,Diesel,"86,000 km",1325000
62,Creta1.6CRDISXOPTION,January,First,White,SUV,Manual,NoInsurance,Used,MH,Yes,Yes,Yes,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,,Yes,,RemoteControlledCentral,2airbags,,,,,,,Hyundai,Creta,2017,Diesel,"52,839 km",1110000
63,FluidicVerna1.6VTVTS(O)Automatic,October,First,White,Sedans,Automatic,Comprehensive,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Hyundai,Fluidic Verna,2015,Petrol,"45,000 km",690000
64,5Series520dSedan,July,First,Black,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2011,Diesel,"51,000 km",1475000
65,Amaze1.2SMTIVTEC,August,First,Grey,Sedans,Manual,Comprehensive,Used,MH,Yes,Yes,Yes,Yes,Yes,WithHeater,Front&rear,,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Honda,Amaze,2014,Petrol,"46,000 km",395000
66,5Series525dLuxuryPlus,October,First,White,Luxury,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2010,Diesel,"48,000 km",1475000
67,ErtigaVxiABS,November,First,Grey,SUV,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2013,Petrol,"29,000 km",495000
68,5Series520dSedan,July,First,Black,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2011,Diesel,"51,000 km",1475000
69,JazzVManual,April,First,Silver,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Honda,Jazz,2012,Petrol,"59,702 km",345000
70,CitySVCVT,February,First,Silver,Sedans,Manual,NoInsurance,Used,MH,Yes,Yes,Yes,Yes,,AutomaticClimateControl,Front&rear,,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,Yes,,,,RemoteControlledCentral,2airbags,No,No,,,Yes,,Honda,City,2018,Petrol,"10,500 km",795000
71,Magna1.2,June,Second,Grey,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyundai,I20,2009,Petrol,"38,000 km",225000
72,5Series520dSedan,July,First,Black,Sedans,Automatic,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,BMW,5 Series,2011,Diesel,"51,000 km",1475000
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMW,5 Series,2015,Diesel,100 km,75000
74,SwiftLDi,May,Second,Red,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2007,Diesel,"102,000 km",240000
75,SwiftDzireVDI,March,First,White,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Diesel,"68,000 km",525000
76,SwiftDzireVXi1.2BS-IV,December,First,White,Sedans,Manual,NoInsurance,Used,MH,,,,,,WithHeater,Front&rear,,Yes,Yes,,,,,Yes,Yes,,,,Yes,RemoteControlledCentral,None,,,,,Yes,,Maruti Suzuki,Swift Dzire,2015,Petrol,"65,000 km",505000
77,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
78,SwiftDzireVDI,July,First,White,Sedans,Manual,NoInsurance,Used,TS,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,,Yes,,Maruti Suzuki,Swift Dzire,2018,Diesel,"30,000 km",775000
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2010,CNG & Hybrids,"49,500 km",225000
80,SwiftVDi,October,Second,Silver,Hatchback,Manual,Comprehensive,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Manual,,,,Yes,Yes,,Yes,,,RemoteControlledCentral,,No,No,Yes,Yes,,Yes,Maruti Suzuki,Swift,2008,Diesel,"120,000 km",250000
81,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
82,ZXIPlusAMT(Automatic),August,First,Blue,Sedans,Automatic,Comprehensive,Used,RJ,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,,,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2018.0,Petrol,"15,500 km",775000
83,WagonRVXiBS-III,March,First,Red,Hatchback,Manual,NoInsurance,Used,AP,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Maruti Suzuki,Wagon R,2009,Petrol,"60,000 km",210000
84,SwiftVDiBS-IV,October,First,White,Hatchback,Manual,NoInsurance,Used,DL,Yes,,,,,WithHeater,Front&rear,,,Yes,,,,,Yes,Yes,,,Yes,,,,,,Yes,,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"59,000 km",376000
85,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
86,SwiftVDi,October,Second,White,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,,,,,Yes,,Yes,Yes,,,,,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012.0,Diesel,"84,000 km",425000
87,SwiftVDi,March,Second,White,Hatchback,Manual,Comprehensive,Used,KL,Yes,,,,,WithHeater,Front&rear,,,,,,,,,,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2010.0,Diesel,"76,000 km",280000
88,ErtigaVDi,March,First,White,SUV,Manual,NoInsurance,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2015,Diesel,"61,000 km",590000
89,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
90,WagonR1.0LXiCNG,July,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front,,,,,,,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Wagon R 1.0,2014,CNG & Hybrids,"69,000 km",285000
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2017.0,Petrol,"18,527 km",397000
92,SwiftVDi,June,First,Grey,Hatchback,Manual,NoInsurance,Used,AP,Yes,,Yes,,,WithHeater,Front&rear,,,,,,,,,,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014,Diesel,"84,000 km",510000
93,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
94,WagonR1.0LXi,August,First,White,Hatchback,Manual,Comprehensive,Used,UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2015,Petrol,"45,000 km",300000
95,SwiftDzireVDI,September,Second,Silver,MUV,Manual,ThirdParty,New,UK,Yes,,,,,WithHeater,,,,,Manual,,,,Yes,Yes,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2009,Diesel,"58,000 km",235000
96,ErtigaZDi,July,First,White,,Manual,Comprehensive,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2012,Diesel,"77,000 km",480000
97,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
98,,June,,Red,,,Comprehensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2010,Petrol,"70,000 km",190000
